x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,value,Timestamp
3,1,0,2,3,0,2,0,0,2,2,2,0,2,3,2,2,2,1,2,1,2,0,0,-0.6567830053499816,3624
1,2,1,0,1,2,2,1,3,1,0,0,3,3,0,3,1,1,2,1,1,0,2,0,-0.7275957726536071,3641
0,2,0,0,3,3,3,0,0,1,0,2,0,0,0,0,0,0,2,2,0,0,1,0,-0.7907412141793768,3653
2,3,1,0,0,0,0,0,0,1,3,2,2,3,1,2,2,0,1,0,1,0,2,1,-1.0267235757317719,3668
3,0,1,3,3,2,3,2,0,0,1,0,3,0,1,1,2,1,2,3,3,3,3,2,-0.7275957726536071,3684
3,3,3,2,0,3,1,1,0,0,1,2,2,1,3,0,0,3,0,1,2,3,2,1,-0.8173926592805479,3701
1,0,0,0,1,2,1,2,0,2,2,2,0,0,2,2,2,3,0,2,2,1,3,3,-0.3711395214599277,3718
3,0,3,2,1,1,2,2,0,1,1,0,1,0,2,2,1,3,3,3,1,2,2,3,-0.7275957726536071,3736
0,3,2,2,2,2,3,1,0,0,3,3,1,1,2,0,2,0,3,2,2,2,1,0,-0.4284676506886914,3752
1,1,0,2,0,0,1,2,3,2,3,0,1,0,0,1,0,3,3,2,0,2,2,2,-0.7743483561771578,3768
2,2,3,0,2,1,3,2,1,3,2,3,1,3,2,3,0,2,0,2,0,0,0,1,-0.6964094313428484,3784
1,2,1,2,1,1,0,3,2,3,2,0,3,0,0,3,1,2,1,1,0,2,0,2,-0.7862071816929406,3800
1,0,0,3,2,0,0,2,0,3,0,3,0,2,2,3,0,2,2,3,0,2,2,3,-0.8173935230036993,3815
0,3,2,1,1,0,0,1,2,1,1,0,0,3,0,3,3,0,1,0,1,2,3,2,-0.7275957726536071,3830
1,0,3,2,2,2,2,2,0,3,0,3,3,3,0,2,0,2,0,3,0,1,3,3,-0.79840815241135,3846
3,1,2,1,1,1,3,1,2,1,3,2,1,1,1,1,2,0,0,0,0,1,2,3,-0.7275957726536071,3862
3,3,0,0,3,2,2,1,1,1,1,0,0,1,1,2,3,0,0,1,0,0,0,1,-0.9095010765398558,3877
3,3,3,3,3,2,3,3,0,3,2,2,3,2,2,1,1,2,3,1,2,2,0,1,-0.7275957726536071,3894
3,0,0,3,1,3,0,0,1,2,0,1,0,1,0,1,3,2,3,3,3,0,0,0,-0.6689843636142736,3909
2,0,1,0,2,3,1,0,2,2,1,1,1,2,2,0,0,2,3,1,0,3,3,2,-0.7961273166211993,3926
2,2,0,0,2,2,1,1,2,2,3,2,2,1,0,1,3,1,2,1,2,0,1,3,-0.6964099761792488,3942
1,3,2,2,0,1,0,0,1,2,2,0,3,3,1,3,3,1,2,1,2,2,1,1,-0.7275957726536071,3959
1,3,3,1,2,3,2,0,2,2,1,0,0,1,1,2,1,2,2,3,2,3,0,2,-0.433344466151256,3975
1,1,0,1,0,0,3,0,1,3,3,2,1,2,3,0,1,1,3,1,0,3,3,1,-0.7813303662303759,3992
0,2,0,2,0,1,3,2,3,2,0,2,2,3,0,1,0,0,3,3,0,0,3,1,-1.021847356422765,4006
1,1,2,3,1,0,1,3,1,1,3,2,3,3,2,3,3,2,0,0,1,0,1,3,-0.7813309623839337,4023
3,3,1,1,1,2,1,0,1,3,2,2,2,3,0,0,2,3,3,1,3,2,1,0,-1.0218470791559582,4040
2,2,1,3,1,1,3,0,3,3,2,3,1,3,3,3,3,0,1,1,3,2,0,2,-0.4452033332869829,4057
0,3,3,0,3,3,3,2,2,3,1,2,2,1,0,1,2,2,3,1,1,3,2,3,-1.0267235757317719,4073
0,1,3,2,1,1,2,1,1,2,0,1,0,0,3,3,2,0,2,1,0,3,2,3,-0.7275957726536071,4089
2,3,3,0,1,1,3,0,3,3,1,0,2,1,3,0,1,2,2,1,3,2,3,2,-0.6964094313428484,4106
1,1,1,3,1,0,3,1,0,2,3,0,2,2,2,0,0,0,3,0,2,1,3,2,-0.433344466151256,4121
1,3,1,2,3,0,1,1,0,1,0,1,3,2,3,1,1,3,3,2,0,0,1,2,-0.7587815691279653,4138
1,3,1,1,1,3,3,1,1,1,0,2,0,0,0,1,2,2,0,0,1,1,1,1,-0.7275957726536071,4154
0,0,1,2,2,1,1,3,0,2,1,0,0,2,3,0,1,0,2,0,1,1,3,2,-0.43334446615125605,4169
0,2,3,2,2,0,1,2,1,3,1,2,2,1,0,2,2,1,3,1,3,0,3,0,-0.7275957726536071,4185
0,1,2,3,2,3,3,3,1,1,2,3,2,2,1,3,2,2,2,2,1,3,1,2,-0.7587821139643658,4202
3,1,1,0,0,2,1,3,2,0,0,0,2,2,0,2,1,0,1,3,2,1,2,1,-0.6932116417324016,4218
0,2,1,1,0,3,1,2,3,3,0,2,3,3,2,3,0,2,3,3,1,0,1,1,-0.7275957726536071,4234
0,2,3,2,1,1,3,0,2,0,3,3,3,0,0,1,0,2,1,0,2,2,1,1,-0.42846824684224916,4250
2,2,1,2,3,0,2,1,0,1,2,1,3,0,2,1,3,3,2,0,3,3,2,3,-0.7155660025596375,4326
0,3,1,0,0,1,1,1,3,3,1,3,3,0,3,2,3,1,0,0,0,1,3,2,-0.7275957726536071,4342
3,1,0,2,3,3,1,0,2,3,1,2,2,3,3,2,1,2,1,3,1,1,1,0,-0.7275957726536071,4359
2,3,3,1,0,3,3,1,3,2,0,3,2,0,2,3,2,3,2,2,3,3,1,2,-0.6843802060852794,4376
2,0,0,0,3,0,0,2,1,2,1,3,1,2,0,2,0,2,3,3,3,1,0,0,-0.05154458437920098,4391
1,2,1,0,1,2,2,2,3,2,1,1,1,1,2,1,0,1,3,1,0,0,1,0,-0.7862071816929406,4408
1,0,3,1,2,2,0,3,3,2,3,1,0,3,3,3,2,0,1,1,3,1,1,3,-0.7275957726536071,4424
0,1,1,2,2,1,3,1,3,2,3,1,1,2,3,0,1,2,3,1,0,2,0,0,-0.7275957726536071,4441
1,0,0,3,1,3,3,3,3,3,1,2,2,2,0,2,0,0,2,3,0,1,1,1,-0.7275957726536071,4457
1,2,3,0,2,3,1,3,2,1,1,3,0,2,2,0,3,3,1,3,0,1,0,1,-0.4284679695754423,4474
2,3,0,1,3,1,1,2,2,0,1,0,1,0,2,3,1,1,2,3,3,3,3,1,-0.7275957726536071,4490
0,2,2,1,2,0,0,3,3,1,0,0,2,2,0,1,0,0,0,0,0,2,1,1,-0.7862071816929406,4504
1,0,1,1,1,1,3,2,2,3,1,3,0,1,1,3,3,1,1,3,2,3,1,3,-1.138902117684492,4522
2,2,1,1,3,2,0,1,3,2,0,2,1,0,0,2,3,0,2,1,2,3,2,1,-0.7396260875839769,4538
2,3,0,0,0,3,1,3,2,2,0,3,0,1,3,3,3,2,2,0,1,0,0,1,-1.0267235757317719,4553
2,3,0,3,3,2,3,0,2,1,2,3,1,0,1,1,2,0,2,3,1,1,2,3,-0.4284679695754423,4569
2,3,3,2,1,3,1,2,1,1,1,0,1,0,1,2,0,3,1,2,2,3,1,2,-0.43334446615125605,4585
0,0,0,3,0,2,3,2,1,1,2,0,0,2,2,3,2,2,3,2,1,2,0,3,-0.7155660025596375,4601
3,1,2,3,3,2,2,1,2,3,3,3,3,3,0,2,0,3,0,2,2,1,0,3,-0.4525280846963854,4617
3,1,0,1,1,0,0,2,0,1,3,2,1,0,1,2,0,1,3,2,3,2,0,2,-0.7587821139643658,4633
2,0,0,2,3,2,3,2,2,1,2,1,0,3,2,2,3,1,0,2,0,1,3,0,-0.6964094313428484,4649
1,2,2,1,2,2,3,0,0,1,2,2,1,0,1,0,3,1,2,3,3,2,0,0,-0.433344466151256,4665
0,2,0,3,0,3,1,0,0,3,1,3,0,0,3,2,1,1,1,2,3,3,3,0,-0.7550210663318314,4680
0,2,0,3,1,2,3,2,3,0,3,0,2,2,0,1,2,2,3,1,0,1,2,1,-0.7984081524113499,4696
3,0,1,2,3,1,1,2,2,2,2,1,2,1,0,1,3,3,1,3,0,3,2,1,-0.07089649538813309,4713
0,1,3,0,3,1,2,0,0,1,1,0,2,2,3,2,1,0,3,0,2,2,1,0,-0.7743480372904068,4729
3,1,2,0,0,0,0,1,3,1,3,2,3,3,0,1,2,3,3,3,3,1,3,3,-0.7275957726536071,4746
1,3,2,0,1,0,0,3,0,0,3,2,0,1,1,1,3,1,0,1,0,0,2,1,-0.7275957726536071,4762
3,1,3,1,0,1,2,3,2,0,1,2,3,2,1,3,0,3,3,3,0,1,0,3,-1.0218470791559582,4778
0,1,2,0,1,0,0,1,2,2,2,3,0,1,3,2,0,1,1,1,1,3,0,1,-0.8053911461640085,4794
0,2,2,2,1,2,1,1,3,1,3,1,3,0,2,0,1,2,2,2,0,2,3,0,-0.7396255427475764,4810
1,2,1,1,0,3,2,1,0,0,2,0,3,3,3,0,1,3,3,2,2,2,1,3,-0.7236673059776347,4826
1,0,1,3,1,0,1,2,3,3,2,0,0,1,0,2,2,2,1,0,2,3,0,2,-0.6964094313428484,4842
1,3,3,2,1,1,2,0,2,2,1,0,0,0,0,2,0,3,1,1,3,3,2,0,-0.7275957726536071,4858
3,0,1,0,2,0,1,0,2,3,1,2,2,1,0,0,3,3,3,3,1,3,1,1,-0.7467517990339958,4874
0,3,0,0,3,0,2,2,3,1,0,3,2,1,3,1,2,0,1,0,3,1,1,0,-0.5944117999471477,4890
3,1,3,1,0,3,3,3,3,2,3,1,3,2,2,3,0,1,3,0,1,0,1,0,-0.6377980223035149,4907
0,1,2,1,0,2,0,0,2,3,3,1,0,2,0,3,0,1,1,3,1,3,1,1,-0.4284689320543294,4923
0,1,3,0,2,2,1,1,1,3,1,3,0,2,0,3,2,3,1,3,1,0,3,1,-0.6964099761792487,4939
0,1,2,0,0,0,1,3,1,1,2,0,0,0,0,2,2,3,0,0,3,1,2,3,-0.7396255427475764,4954
3,3,0,0,3,3,3,0,3,1,3,2,3,2,2,2,0,1,0,0,1,0,1,2,-0.7587821139643658,4970
3,0,0,0,1,0,2,3,2,1,1,3,2,2,2,2,2,1,1,1,2,3,1,2,-0.09966536915470078,4986
0,0,2,2,1,2,3,2,0,3,1,1,0,1,1,2,2,2,0,3,3,1,3,0,-0.07560557292050868,5002
1,2,1,2,3,3,1,0,1,0,3,0,1,3,2,1,0,3,2,3,2,3,3,1,-0.7396249979111763,5018
1,3,1,1,2,1,1,3,2,1,0,3,3,3,1,1,2,3,2,0,0,0,1,2,-0.7275957726536071,5035
0,0,3,3,3,2,3,3,3,2,1,1,1,2,1,1,3,0,3,3,0,3,0,0,-0.6964099761792487,5051
2,0,1,2,0,2,3,3,3,0,0,3,0,0,0,1,0,0,1,2,3,0,0,3,-0.07560497676695088,5065
0,1,2,1,2,2,0,3,2,3,1,0,2,2,0,1,0,3,1,0,2,1,3,2,-0.4284676923086354,5081
3,0,2,3,0,3,0,1,2,2,0,1,1,3,2,0,1,2,0,3,1,0,1,3,-0.37097178352973864,5096
0,3,1,3,2,1,0,3,1,1,2,2,0,2,0,3,2,3,0,2,3,1,3,1,-0.7275957726536071,5113
1,0,3,3,3,1,0,1,1,2,1,1,2,2,1,0,3,3,1,0,3,3,3,1,-0.42846769230863546,5130
2,1,3,3,3,3,2,0,0,2,3,1,0,3,2,0,3,3,0,3,3,3,0,2,-0.7275957726536071,5146
3,0,2,1,3,3,3,1,2,3,3,2,2,3,3,3,2,1,2,3,1,3,2,3,-0.4211434954328467,5163
2,0,2,2,2,3,1,2,1,2,0,2,3,1,0,2,0,0,2,1,0,0,2,1,-0.7813309623839337,5178
2,2,2,1,2,1,2,3,2,2,0,1,1,1,0,0,1,1,1,0,1,0,0,0,-0.7275957726536071,5193
2,0,2,2,0,1,2,1,2,1,2,2,2,3,1,2,1,3,3,0,3,0,3,3,-0.433344466151256,5210
3,1,3,3,0,2,2,2,3,2,1,1,0,1,1,1,3,2,3,1,2,3,0,2,-0.7708118840583353,5227
1,2,3,0,0,2,1,2,1,0,3,3,0,3,0,1,2,0,0,2,2,3,1,1,-0.7155660025596378,5242
1,0,0,0,3,3,3,1,2,3,1,0,2,1,1,1,2,2,1,2,0,2,1,2,-0.7275957726536071,5259
0,3,2,3,3,0,0,0,3,3,2,0,2,0,0,2,1,0,2,0,2,0,2,1,-0.7003384428552214,5274
3,1,2,1,3,0,1,2,3,2,3,0,3,0,3,3,0,3,0,3,2,3,0,2,-0.8175647236281391,5290
0,1,0,1,2,0,0,2,2,1,1,2,2,0,3,2,2,2,0,1,0,3,0,1,-1.7386880987803852,5306
1,0,3,1,1,1,0,1,0,0,2,2,1,1,2,3,2,1,2,1,2,3,2,1,-0.7862071816929406,5322
3,2,3,3,2,3,1,2,3,1,1,1,0,1,0,1,0,3,0,2,2,3,1,1,-0.8173935230036993,5339
2,0,0,3,2,2,3,2,0,0,1,1,2,2,3,2,3,3,1,1,3,1,2,2,-0.6964099761792488,5356
3,1,1,0,2,0,0,3,0,2,3,2,3,0,0,1,1,2,2,3,2,2,1,1,-0.7548531024519928,5372
0,2,3,1,3,0,3,0,2,1,1,2,3,0,0,0,1,0,2,3,0,1,1,3,-0.3709717835297386,5388
3,2,0,1,2,0,3,3,0,3,1,2,3,3,2,3,1,1,2,0,2,1,3,3,-0.4284679695754423,5405
2,2,2,3,3,0,1,3,2,0,2,1,2,3,1,2,1,2,2,3,0,1,2,3,-0.07560557292050873,5422
3,1,0,3,1,1,1,2,1,0,1,3,3,2,3,0,0,0,2,2,0,1,2,3,-0.848411738838386,5438
3,2,3,3,3,1,1,3,3,2,3,3,3,2,1,3,2,2,0,1,1,3,1,3,-0.7275957726536071,5456
1,2,3,1,2,3,1,0,0,3,1,0,1,1,1,2,3,0,1,0,1,1,0,1,-0.07089649538813309,5472
2,3,3,2,1,2,2,1,3,2,3,0,2,1,3,0,0,0,0,3,0,0,1,1,-0.6255970515851056,5488
0,3,3,2,1,1,1,2,1,0,1,0,1,2,3,0,3,3,2,3,1,0,1,1,-0.7708118840583353,5505
0,0,2,1,0,3,1,1,0,2,1,1,0,3,2,0,0,0,2,1,0,3,0,3,-0.4382206854602629,5520
3,0,0,0,3,3,1,1,1,2,0,1,0,2,3,2,3,3,2,1,3,2,1,0,-1.1512708679530343,5536
1,0,2,3,0,2,3,1,3,1,1,1,1,0,1,0,1,3,3,2,2,0,0,0,-0.43334418888444914,5552
2,3,0,2,0,1,0,3,3,0,0,1,3,1,1,1,0,3,0,0,3,3,1,3,-0.9091585437913466,5567
1,0,2,0,3,1,0,1,2,2,3,3,1,2,0,0,3,3,2,0,2,0,0,0,-0.4044084293875036,5582
1,3,0,1,3,1,2,0,1,1,1,1,0,2,0,2,3,1,0,1,2,2,1,0,-0.6377988860266662,5598
3,0,0,2,1,0,1,3,3,2,1,3,3,1,3,1,3,1,1,0,0,3,2,3,-0.43334418888444914,5615
3,2,3,1,0,1,1,3,0,1,3,0,1,0,2,1,1,3,2,0,1,1,0,2,-0.433344466151256,5631
0,3,2,1,0,3,3,0,3,1,3,3,2,1,3,3,3,2,3,0,2,1,1,1,-0.6689843636142736,5648
3,0,1,2,2,0,3,0,3,2,3,1,2,3,0,3,0,3,3,3,0,1,3,3,-0.7155660025596378,5664
1,1,1,3,0,2,0,1,1,2,3,3,2,2,3,1,2,2,3,3,3,0,2,1,-0.6964094313428484,5681
0,1,0,2,0,1,1,2,2,1,3,3,1,0,2,0,3,3,3,3,2,3,3,1,-1.2452856183546837,5698
1,3,0,2,1,0,0,0,2,2,3,2,1,3,1,0,1,3,3,2,0,2,3,3,-0.6928732781107769,5714
3,1,1,0,0,3,1,1,1,2,3,2,2,1,1,2,1,1,3,3,2,2,0,3,-0.7275957726536071,5731
2,3,2,1,0,2,2,1,1,2,1,1,0,1,1,2,1,0,3,3,2,1,1,2,-0.7862068628061896,5748
3,3,1,1,0,0,2,3,0,1,2,1,2,1,2,1,2,1,0,2,0,1,0,3,-1.021847356422765,5764
3,1,3,3,3,2,3,3,2,2,0,0,2,0,2,3,0,0,3,1,3,0,2,1,-0.7275957726536071,5780
2,1,3,3,0,2,2,0,1,0,0,0,3,0,2,3,3,0,2,1,0,0,0,2,-0.7275957726536071,5794
0,1,2,0,1,3,0,2,1,1,3,0,1,2,3,0,1,3,3,1,0,1,2,3,-0.7275957726536071,5811
0,0,0,3,1,3,2,0,2,2,3,2,0,2,1,3,2,3,3,2,3,3,3,0,-1.2623637504615963,5826
1,2,3,0,3,1,1,3,1,3,1,2,0,3,2,2,0,1,2,1,3,3,3,2,-0.7587821139643658,5843
2,2,0,2,0,3,3,1,1,1,3,0,0,1,0,3,0,3,1,2,2,2,3,3,-0.789967910438724,5859
3,1,3,2,2,2,1,2,1,0,0,2,2,1,1,0,3,0,1,1,1,2,1,3,-0.6652236348684901,5875
0,1,1,3,1,0,1,2,0,0,1,2,2,2,1,0,2,0,0,3,2,1,2,0,-0.07560557292050868,5890
3,3,2,0,3,0,1,0,2,1,0,3,0,0,2,2,2,0,0,1,2,2,1,3,-1.0218470791559582,5906
0,2,2,3,1,1,3,0,0,3,0,1,0,1,3,0,1,3,0,2,2,0,3,1,-0.3709717835297386,5922
0,3,1,3,3,1,0,3,0,1,3,2,0,3,2,1,1,0,3,2,2,0,0,0,-0.7275957726536071,5937
1,2,3,1,1,3,1,1,0,0,0,2,3,3,0,2,3,2,2,2,2,3,3,0,-1.1389021593044362,5953
2,1,1,2,2,2,1,2,2,3,3,2,3,1,3,2,2,3,0,0,2,0,1,3,-0.07089649538813309,5970
1,1,3,3,3,1,0,0,0,0,0,2,1,2,1,0,2,0,2,0,3,2,3,1,-0.7275957726536071,5985
1,1,1,3,1,2,3,0,0,0,1,0,2,1,2,0,1,2,2,0,0,3,0,3,-0.7275957726536071,6002
2,1,0,3,3,2,0,3,1,1,0,1,1,3,1,1,0,3,2,0,2,0,2,1,-0.43334446615125605,6019
3,3,3,2,0,3,3,3,3,2,0,3,3,2,3,3,1,2,0,0,0,0,3,1,-0.7587821139643658,6036
1,2,0,0,3,3,1,2,3,1,0,2,0,1,3,0,1,0,3,3,2,1,0,3,-0.6964094313428484,6051
2,0,0,3,1,0,1,1,3,0,0,1,2,3,0,0,0,2,0,2,3,3,2,1,-1.2623637504615963,6066
2,0,2,3,2,2,2,2,2,3,1,3,1,1,2,1,2,1,0,0,0,2,3,2,-0.4284679695754423,6083
3,3,0,0,0,0,2,3,3,2,3,0,3,0,2,2,0,3,2,2,2,3,0,2,-0.8173926592805478,6098
0,2,1,3,2,2,0,0,1,2,3,0,1,0,1,1,0,3,3,1,2,1,1,2,-0.6964099761792487,6114
3,2,3,2,3,1,1,3,2,1,3,2,3,3,3,3,1,0,3,3,2,0,1,1,-0.6964099761792487,6131
1,3,1,2,1,2,2,3,3,0,3,0,3,2,3,3,3,3,1,2,0,0,3,3,-0.7003384428552214,6148
1,0,2,2,3,0,3,0,0,1,0,3,2,1,0,1,0,3,1,1,0,3,2,1,-0.7155660025596375,6164
2,2,1,3,2,1,2,3,0,3,2,2,0,3,2,0,0,2,0,1,1,1,2,1,-0.4044084293875036,6180
3,1,0,2,2,3,3,2,3,1,0,0,3,2,1,3,2,0,1,1,2,1,0,0,-0.8924232903588818,6195
0,0,3,2,1,1,2,3,0,1,0,2,2,3,3,0,0,2,1,0,1,2,1,1,-1.2623637920815405,6211
0,3,0,1,3,0,2,3,1,2,2,2,0,3,2,2,0,3,3,3,2,3,3,1,-0.7275957726536071,6227
0,1,0,1,0,2,0,1,2,2,0,2,1,0,0,1,3,0,2,2,0,1,0,3,-0.4284679695754423,6241
2,2,2,2,1,1,0,0,3,0,3,2,0,2,3,1,3,0,3,3,1,0,2,2,-0.7275957726536071,6256
0,3,3,3,0,1,2,3,0,0,1,0,0,1,1,1,3,0,3,2,0,1,3,1,-0.7779381403447547,6272
1,2,2,3,2,2,1,2,1,2,2,2,3,2,2,1,0,3,1,0,3,0,3,1,-0.7862071816929406,6289
3,0,3,2,0,0,2,3,2,2,2,0,2,1,3,0,1,0,0,2,3,2,2,1,-0.8107772486058309,6304
0,0,0,1,2,1,0,1,2,1,2,2,3,0,0,1,3,3,0,3,2,2,2,3,-0.4957171487727734,6320
2,1,1,0,1,0,2,0,0,0,3,3,1,2,0,1,3,2,0,0,0,2,2,3,-1.0218470791559582,6335
3,3,3,1,0,0,1,3,2,1,1,3,2,0,1,2,2,3,3,2,1,1,0,3,-0.7623182671964375,6352
3,2,2,0,2,2,2,1,1,0,0,3,0,2,3,2,0,3,0,0,0,2,0,0,-0.7708113392219349,6367
2,2,3,0,2,3,3,0,1,1,3,2,0,1,3,3,0,3,1,3,0,0,3,2,-0.7275952278172066,6383
2,1,1,0,1,2,2,2,0,0,1,1,1,1,2,1,0,1,2,1,0,3,0,3,-0.4284676923086354,6399
0,1,1,1,1,0,3,1,3,2,2,1,2,2,0,2,0,0,1,0,0,3,2,2,-1.0267235757317719,6415
3,1,1,1,0,0,3,1,0,0,1,2,1,1,0,3,3,3,3,1,1,0,0,1,-0.4284679695754423,6431
1,1,1,1,3,1,2,1,2,1,2,2,0,2,2,0,3,1,1,2,1,0,2,3,-0.4284679695754423,6448
3,2,2,2,1,1,0,0,2,0,0,1,0,0,1,1,2,3,2,3,0,2,1,2,-0.7548531024519928,6464
0,3,0,2,3,3,1,1,0,0,2,3,3,2,3,3,2,0,0,2,0,0,0,0,-0.7860394437627514,6533
0,3,3,2,0,3,0,1,3,2,2,1,1,2,1,3,3,3,0,1,0,1,3,0,-0.6808435080168074,6549
0,0,2,1,2,2,2,0,2,3,3,3,0,2,1,2,1,0,2,2,0,2,3,1,-0.668813737922838,6565
2,1,0,1,1,2,2,3,1,1,3,1,0,1,1,0,0,3,2,3,0,1,0,3,-0.4525284722422681,6582
0,2,3,0,2,0,0,2,2,0,2,0,3,2,2,3,2,0,3,2,3,3,1,0,-1.4971512815939376,6596
1,2,0,1,1,0,3,2,0,2,3,3,3,1,2,2,1,2,2,0,2,1,0,0,-0.43334446615125605,6613
0,1,2,2,2,2,1,1,3,3,0,3,3,0,1,1,1,2,0,2,0,3,1,1,-0.7155660025596375,6629
1,0,2,0,2,0,0,0,0,1,3,1,0,3,0,2,0,0,2,1,0,0,2,0,-0.433344466151256,6643
1,2,1,2,3,1,3,3,1,3,3,2,3,3,2,2,2,2,2,3,1,0,0,2,-0.7275957726536071,6660
0,1,2,2,1,1,2,1,2,0,3,3,3,2,1,0,3,2,1,2,3,2,3,0,-0.7155660025596378,6677
3,0,2,2,2,0,1,1,3,0,3,1,0,1,3,0,2,1,1,0,0,0,0,2,-0.7587815691279653,6692
1,1,0,2,3,0,3,3,1,3,1,2,3,0,0,3,1,1,1,3,2,3,0,3,-0.7275957726536071,6709
0,1,0,2,0,0,2,3,2,0,1,2,0,1,1,1,1,2,0,0,3,3,3,0,-0.7743480372904068,6723
3,0,2,1,1,2,0,3,2,0,1,3,0,1,2,2,0,3,1,0,1,3,2,1,-0.7587821139643658,6739
1,2,2,1,3,1,0,2,1,2,0,0,3,1,2,0,3,1,1,2,3,1,1,2,-0.7155660025596378,6756
2,2,3,0,2,2,1,1,3,3,2,1,2,3,0,3,3,3,0,3,0,1,2,2,-0.43334418888444914,6772
3,2,1,2,0,2,2,1,3,3,3,3,0,1,3,1,2,0,1,1,0,2,1,2,-0.7813303662303759,6789
1,3,2,3,1,3,0,1,1,3,1,0,1,1,3,0,2,0,1,3,0,0,1,1,-0.8295944937221086,6806
0,0,0,0,2,3,1,3,2,2,0,1,1,3,0,2,3,1,1,1,3,1,3,0,-1.0218470791559582,6822
0,0,3,1,0,1,0,0,1,3,2,2,0,3,2,3,1,1,0,0,0,2,1,3,-1.1272110300988982,6837
2,2,3,0,1,0,3,0,1,0,1,2,3,0,2,0,3,3,2,3,2,0,1,3,-0.7587815691279653,6852
0,3,1,1,2,2,1,0,1,0,3,0,0,0,3,0,2,0,3,3,0,2,1,0,-1.1512708679530343,6867
3,0,0,1,0,3,2,3,2,3,2,2,1,3,2,0,2,0,2,0,1,1,1,1,-0.7001707049250323,6883
2,2,0,3,2,1,1,1,2,2,1,1,1,0,3,2,2,1,2,2,0,2,0,2,-0.4284679695754423,6900
0,2,1,1,1,0,3,3,1,3,2,1,1,3,3,3,0,2,2,3,1,0,0,1,-0.6688131629898338,6916
2,2,3,0,2,2,3,1,1,2,2,3,0,0,0,0,2,1,0,0,3,2,0,0,-0.7396255427475766,6931
3,3,0,0,2,0,2,1,0,3,3,3,3,2,3,1,1,2,0,2,3,0,1,1,-0.4284679695754423,6947
2,3,3,0,2,3,1,1,2,1,0,3,2,3,3,0,1,3,2,0,3,1,0,3,-0.7275957726536071,6963
2,1,2,3,2,2,1,1,3,0,2,0,1,3,0,0,2,1,3,0,3,3,2,3,-0.7984085399572326,6979
3,0,1,1,0,0,2,3,3,1,2,3,1,1,2,1,0,1,0,0,3,2,0,3,-0.7587815691279655,6995
0,3,0,0,3,3,0,0,0,3,2,3,1,1,1,1,2,3,3,3,2,3,0,3,-0.45252750976338096,7011
0,1,2,2,3,0,1,2,1,2,0,3,3,2,0,1,3,2,0,3,2,3,2,3,-0.45252750976338124,7027
3,0,3,1,3,2,2,1,2,0,3,2,3,0,0,3,2,3,1,3,1,2,1,3,-0.45252750976338124,7044
2,2,0,2,1,0,0,0,0,1,0,0,1,1,0,1,1,2,3,3,1,0,3,1,-0.7275957726536071,7058
3,1,0,2,0,0,2,2,2,2,0,0,2,2,0,0,3,2,1,2,1,0,0,2,-0.8348367887937699,7073
3,3,2,2,2,3,3,2,3,1,1,3,2,2,0,0,2,0,1,0,1,0,3,1,-1.0218470791559582,7089
1,0,2,1,3,0,0,2,3,3,1,0,3,0,2,3,3,2,3,1,2,0,2,2,-1.021847356422765,7106
0,2,3,1,3,3,0,2,3,0,1,3,2,1,3,0,0,3,2,1,3,3,0,1,-0.4284679695754423,7122
2,3,1,3,2,0,0,3,3,3,1,3,1,3,0,0,0,1,0,2,3,2,3,3,-0.7914259337504566,7139
3,3,0,3,2,2,0,1,2,0,3,0,0,3,1,2,2,3,2,0,2,3,3,0,-0.7275957726536071,7154
0,2,2,2,3,2,0,0,3,3,0,3,1,3,1,0,2,1,3,0,2,2,2,1,-0.7275957726536071,7170
0,1,2,3,1,1,2,3,0,1,1,0,3,0,3,2,3,0,1,1,0,0,1,1,-0.6808435080168074,7186
1,0,3,0,3,2,1,0,0,3,0,2,0,1,0,3,2,0,0,1,2,0,2,2,-0.6964094313428484,7201
2,1,0,1,2,0,1,3,0,3,1,0,0,2,0,1,3,2,2,0,0,2,3,0,-1.026723575731772,7216
2,3,3,1,2,2,1,3,2,3,0,2,3,0,1,3,3,2,3,2,1,3,0,1,-0.7155660025596375,7232
1,0,1,1,0,0,3,3,1,3,2,0,3,3,2,1,1,2,2,0,3,2,3,3,-0.4214856406354732,7249
3,0,3,3,0,2,2,0,1,2,1,2,0,2,2,1,2,3,1,2,2,3,0,3,-0.7001707049250323,7265
0,2,2,0,0,1,2,1,2,0,3,3,3,3,2,1,2,1,1,0,3,3,1,3,-1.0267235757317719,7281
1,3,3,2,2,3,2,2,0,1,2,3,1,3,1,1,2,2,2,1,2,0,2,3,-1.021847356422765,7298
0,0,2,0,2,1,1,2,1,1,3,2,0,0,2,3,1,2,1,2,2,3,0,2,-0.8172257850735102,7314
1,1,3,3,1,3,1,2,1,1,1,2,0,2,1,1,1,1,3,2,3,3,3,3,-0.7275957726536071,7332
3,1,2,0,0,0,0,2,2,0,0,0,0,2,0,3,3,1,1,0,3,1,2,3,-0.6932116417324016,7347
2,1,2,1,3,0,1,2,0,3,0,3,3,2,3,2,3,1,2,0,0,2,2,0,-0.6964094313428484,7363
1,2,2,0,3,1,2,3,1,2,0,0,0,2,2,2,1,0,0,3,1,0,3,2,-0.7155660025596375,7378
